external_id,smd_id,candidate_name,pickup_date,filed_date,candidate_status
f506430c629ad63c899b6836f57eb920ff771fd9aadc86610b30a220,smd_2022_8E05,Duane A. Moody,2024-07-19,,Pulled Papers for Ballot
5095ac08d09b98aa999f903f6edee1e4f076b94b0d523ca63c76582a,smd_2022_8E06,"Dolores ""Miracle"" Bryant",2024-07-22,,Pulled Papers for Ballot
ec768064c719fa6062de283f6d8ab5f04ba032f26ecb293f421e79b3,smd_2022_8E07,Th-Juan Mcleese-Lewis,2024-07-09,,Pulled Papers for Ballot
67fc4aa27a3fcc558ce72a9a567f713b3c37d32e6405c9f4f6265c00,smd_2022_8E08,Saudia Jenkins,2024-07-30,,Pulled Papers for Ballot
8113a639a943f01c568443abe35246d5eb1b3611064b2577efa2b731,smd_2022_8E09,Travon Hawkins,2024-07-01,,Pulled Papers for Ballot
ba657f30e7a2306f8338616b48f767a66e69542c77fbeafa7ea9600f,smd_2022_8E09,Rhonda K. Holmes,2024-07-09,2024-08-01,Filed Signatures
b87067575fde5472a70ad48f2820a615b4edf1cf00daa9070e4c46f0,smd_2022_8F01,Nic Wilson,2024-07-23,,Pulled Papers for Ballot
c7f2c317c0530d241066b5a8b45b9d5979fa0e3ba33ea7b9f8b923ce,smd_2022_8F02,Elissa De Souza,2024-07-02,,Pulled Papers for Ballot
b22904c435098cfd7a255c70b651c6e56b5b80cce4d5fa111a14a308,smd_2022_8F02,Antonio Rossi,2024-07-11,,Pulled Papers for Ballot
ad9148a414d33324e6cd973e27ab2d0a8cf74dde8edf518054cf0f62,smd_2022_8F02,Markita Bryant,2024-08-02,,Pulled Papers for Ballot
9b91855a58aee52ca13ee8839b4e9281b115ab278e88de96d1a0c1cb,smd_2022_8F03,Brian Strege,2024-07-03,2024-07-30,Filed Signatures
2abe66fc5c27f92b8c99a94e5175ba9cd778f92ca5be75cb5a7ea476,smd_2022_8F04,Edward Daniels,2024-07-26,,Pulled Papers for Ballot
313eba2999fc2dac21ac131a17fb91352e1a876fed40bad83aeb432a,smd_2022_8F04,Corey Bowen,2024-07-24,,Pulled Papers for Ballot
1be972b8cd92f6bb78cbab223dccde3010c3dade0c4f6e229301ea5f,smd_2022_8F05,Tori L. Collins,2024-07-29,,Pulled Papers for Ballot
