smd_id,lon,lat,smd_name,map_color_id,number_of_candidates,map_display_box
smd_2022_2B02,-77.04631783,38.91044689,2B02,6,1,"<b><a href=""map_2022/ancs/districts/2B02.html"">District 2B02</a></b><br/>Candidates: <a href=""people/JeffRueckgauer.html"">Jeff Rueckgauer</a>"
smd_2022_2B03,-77.04195431,38.91261767,2B03,12,1,"<b><a href=""map_2022/ancs/districts/2B03.html"">District 2B03</a></b><br/>Candidates: <a href=""people/VincentESlatt.html"">Vincent E. Slatt</a>"
smd_2022_2B04,-77.03652791,38.90853462,2B04,8,1,"<b><a href=""map_2022/ancs/districts/2B04.html"">District 2B04</a></b><br/>Candidates: <a href=""people/ChinaDickerson.html"">China Dickerson</a>"
smd_2022_2B05,-77.04064949,38.90765629,2B05,4,1,"<b><a href=""map_2022/ancs/districts/2B05.html"">District 2B05</a></b><br/>Candidates: <a href=""people/ZStein.html"">Z Stein</a>"
smd_2022_2B06,-77.04733572,38.90710549,2B06,8,1,"<b><a href=""map_2022/ancs/districts/2B06.html"">District 2B06</a></b><br/>Candidates: <a href=""people/MattJohnson.html"">Matt Johnson</a>"
smd_2022_2B07,-77.03997971,38.91076385,2B07,5,1,"<b><a href=""map_2022/ancs/districts/2B07.html"">District 2B07</a></b><br/>Candidates: <a href=""people/PatriciaBencivenga.html"">Patricia Bencivenga</a>"
smd_2022_2B08,-77.04021502,38.91590958,2B08,5,2,"<b><a href=""map_2022/ancs/districts/2B08.html"">District 2B08</a></b><br/>Candidates: <a href=""people/ThomasReiter.html"">Thomas Reiter</a>, <a href=""people/ZacharyAdams.html"">Zachary Adams</a>"
smd_2022_2B09,-77.03607641,38.91462851,2B09,6,1,"<b><a href=""map_2022/ancs/districts/2B09.html"">District 2B09</a></b><br/>Candidates: <a href=""people/ChristopherDavis.html"">Christopher Davis</a>"
smd_2022_2C01,-77.03098871,38.89987343,2C01,7,1,"<b><a href=""map_2022/ancs/districts/2C01.html"">District 2C01</a></b><br/>Candidates: <a href=""people/MichaelDShankle.html"">Michael D. Shankle</a>"
smd_2022_2C02,-77.03792203,38.90338732,2C02,2,2,"<b><a href=""map_2022/ancs/districts/2C02.html"">District 2C02</a></b><br/>Candidates: <a href=""people/JosetteBarsano.html"">Josette Barsano</a>, <a href=""people/RebeccaStrauss.html"">Rebecca Strauss</a>"
smd_2022_2C03,-77.02879611,38.89246441,2C03,4,1,"<b><a href=""map_2022/ancs/districts/2C03.html"">District 2C03</a></b><br/>Candidates: <a href=""people/ThomasSLee.html"">Thomas S. Lee</a>"
smd_2022_2C04,-77.02565209,38.90191419,2C04,5,0,"<b><a href=""map_2022/ancs/districts/2C04.html"">District 2C04</a></b><br/>Candidates: (no known candidates)"
smd_2022_2D01,-77.05226127,38.91754971,2D01,10,1,"<b><a href=""map_2022/ancs/districts/2D01.html"">District 2D01</a></b><br/>Candidates: <a href=""people/AshleyWarren.html"">Ashley Warren</a>"
smd_2022_2D02,-77.05175997,38.91390907,2D02,11,1,"<b><a href=""map_2022/ancs/districts/2D02.html"">District 2D02</a></b><br/>Candidates: <a href=""people/CaroleFeld.html"">Carole Feld</a>"
smd_2022_2E01,-77.07497224,38.91444778,2E01,12,1,"<b><a href=""map_2022/ancs/districts/2E01.html"">District 2E01</a></b><br/>Candidates: <a href=""people/KishanPutta.html"">Kishan Putta</a>"
smd_2022_2E02,-77.06875774,38.91175392,2E02,1,2,"<b><a href=""map_2022/ancs/districts/2E02.html"">District 2E02</a></b><br/>Candidates: <a href=""people/PatrickClawson.html"">Patrick Clawson</a>, <a href=""people/ChristopherTopherMathews.html"">Christopher ""Topher"" Mathews</a>"
smd_2022_2E03,-77.06586255,38.90827288,2E03,2,0,"<b><a href=""map_2022/ancs/districts/2E03.html"">District 2E03</a></b><br/>Candidates: (no known candidates)"
smd_2022_2E04,-77.07581748,38.90831979,2E04,3,0,"<b><a href=""map_2022/ancs/districts/2E04.html"">District 2E04</a></b><br/>Candidates: (no known candidates)"
smd_2022_2E05,-77.06508708,38.90047382,2E05,6,1,"<b><a href=""map_2022/ancs/districts/2E05.html"">District 2E05</a></b><br/>Candidates: <a href=""people/MimsyLindner.html"">Mimsy Lindner</a>"
smd_2022_2E06,-77.05693486,38.90714089,2E06,5,1,"<b><a href=""map_2022/ancs/districts/2E06.html"">District 2E06</a></b><br/>Candidates: <a href=""people/GwendolynLohse.html"">Gwendolyn Lohse</a>"
smd_2022_2E07,-77.06036138,38.91395109,2E07,6,1,"<b><a href=""map_2022/ancs/districts/2E07.html"">District 2E07</a></b><br/>Candidates: <a href=""people/ElizabethHMiller.html"">Elizabeth H. Miller</a>"
smd_2022_2E08,-77.07250078,38.90807825,2E08,7,0,"<b><a href=""map_2022/ancs/districts/2E08.html"">District 2E08</a></b><br/>Candidates: (no known candidates)"
smd_2022_2F01,-77.03235506,38.91481203,2F01,8,1,"<b><a href=""map_2022/ancs/districts/2F01.html"">District 2F01</a></b><br/>Candidates: <a href=""people/DavidRRubenstein.html"">David R. Rubenstein</a>"
smd_2022_2F02,-77.03076488,38.91169737,2F02,10,1,"<b><a href=""map_2022/ancs/districts/2F02.html"">District 2F02</a></b><br/>Candidates: <a href=""people/NeilRocklin.html"">Neil Rocklin</a>"
smd_2022_2F03,-77.03282608,38.90967768,2F03,9,0,"<b><a href=""map_2022/ancs/districts/2F03.html"">District 2F03</a></b><br/>Candidates: (no known candidates)"
smd_2022_2F04,-77.03175892,38.90803394,2F04,10,1,"<b><a href=""map_2022/ancs/districts/2F04.html"">District 2F04</a></b><br/>Candidates: <a href=""people/BrianJMcCabe.html"">Brian J. McCabe</a>"
smd_2022_2F05,-77.03153853,38.906392,2F05,7,0,"<b><a href=""map_2022/ancs/districts/2F05.html"">District 2F05</a></b><br/>Candidates: (no known candidates)"
smd_2022_2F06,-77.02877832,38.90645225,2F06,2,1,"<b><a href=""map_2022/ancs/districts/2F06.html"">District 2F06</a></b><br/>Candidates: <a href=""people/MatthewFouracre.html"">Matthew Fouracre</a>"
smd_2022_2F07,-77.02815748,38.90839310000001,2F07,11,1,"<b><a href=""map_2022/ancs/districts/2F07.html"">District 2F07</a></b><br/>Candidates: <a href=""people/BrantJMiller.html"">Brant J. Miller</a>"
smd_2022_2F08,-77.02729229,38.90526849,2F08,3,1,"<b><a href=""map_2022/ancs/districts/2F08.html"">District 2F08</a></b><br/>Candidates: <a href=""people/CarolineZagraniczny.html"">Caroline Zagraniczny</a>"
smd_2022_2G01,-77.02444714,38.91315078,2G01,12,2,"<b><a href=""map_2022/ancs/districts/2G01.html"">District 2G01</a></b><br/>Candidates: <a href=""people/ZachNaimon.html"">Zach Naimon</a>, <a href=""people/TonyBrown.html"">Tony Brown</a>"
smd_2022_2G02,-77.02421573,38.91005644,2G02,4,2,"<b><a href=""map_2022/ancs/districts/2G02.html"">District 2G02</a></b><br/>Candidates: <a href=""people/AlexanderMAlexPadro.html"">Alexander M. ""Alex"" Padro</a>, <a href=""people/MichaelEichler.html"">Michael Eichler</a>"
smd_2022_2G03,-77.01868282,38.9105075,2G03,5,2,"<b><a href=""map_2022/ancs/districts/2G03.html"">District 2G03</a></b><br/>Candidates: <a href=""people/SrandaWatkins.html"">Sranda Watkins</a>, <a href=""people/AlexLopez.html"">Alex Lopez</a>"
smd_2022_2G04,-77.02497790000002,38.90721085,2G04,1,2,"<b><a href=""map_2022/ancs/districts/2G04.html"">District 2G04</a></b><br/>Candidates: <a href=""people/FredHill.html"">Fred Hill</a>, <a href=""people/AmandaGore.html"">Amanda Gore</a>, <a href=""people/StevenMcCarty.html"">Steven McCarty</a>"
smd_2022_2G05,-77.0219772,38.90623460000001,2G05,6,2,"<b><a href=""map_2022/ancs/districts/2G05.html"">District 2G05</a></b><br/>Candidates: <a href=""people/WillieDoggett.html"">Willie Doggett</a>, <a href=""people/SheenaBerry.html"">Sheena Berry</a>"
smd_2022_2G06,-77.01834974,38.90509844,2G06,2,1,"<b><a href=""map_2022/ancs/districts/2G06.html"">District 2G06</a></b><br/>Candidates: <a href=""people/RachellePNigro.html"">Rachelle P. Nigro</a>"
smd_2022_3/4G01,-77.05886357,38.97899029,3/4G01,12,1,"<b><a href=""map_2022/ancs/districts/34G01.html"">District 3/4G01</a></b><br/>Candidates: <a href=""people/LisaRGore.html"">Lisa R. Gore</a>"
smd_2022_3/4G02,-77.05294986,38.96875491,3/4G02,2,2,"<b><a href=""map_2022/ancs/districts/34G02.html"">District 3/4G02</a></b><br/>Candidates: <a href=""people/JohnKHiggins.html"">John K. Higgins</a>, <a href=""people/BruceSherman.html"">Bruce Sherman</a>"
smd_2022_3/4G03,-77.06124403,38.96175794,3/4G03,6,1,"<b><a href=""map_2022/ancs/districts/34G03.html"">District 3/4G03</a></b><br/>Candidates: <a href=""people/JamesNash.html"">James Nash</a>"
smd_2022_3/4G04,-77.06621371,38.96949918,3/4G04,7,1,"<b><a href=""map_2022/ancs/districts/34G04.html"">District 3/4G04</a></b><br/>Candidates: <a href=""people/MichaelZeldin.html"">Michael Zeldin</a>"
smd_2022_3/4G05,-77.07185759999999,38.96593046,3/4G05,8,2,"<b><a href=""map_2022/ancs/districts/34G05.html"">District 3/4G05</a></b><br/>Candidates: <a href=""people/HNormanKnickle.html"">H. Norman Knickle</a>, <a href=""people/PeterLynch.html"">Peter Lynch</a>"
smd_2022_3/4G06,-77.07739984,38.96321103,3/4G06,9,1,"<b><a href=""map_2022/ancs/districts/34G06.html"">District 3/4G06</a></b><br/>Candidates: <a href=""people/PeterGosselin.html"">Peter Gosselin</a>"
smd_2022_3/4G07,-77.07385376,38.95913808,3/4G07,10,1,"<b><a href=""map_2022/ancs/districts/34G07.html"">District 3/4G07</a></b><br/>Candidates: <a href=""people/ZacharyFerguson.html"">Zachary Ferguson</a>"
smd_2022_3A01,-77.07649181,38.9367797,3A01,2,1,"<b><a href=""map_2022/ancs/districts/3A01.html"">District 3A01</a></b><br/>Candidates: <a href=""people/ThaddeusBradleyLewis.html"">Thaddeus Bradley-Lewis</a>"
smd_2022_3A02,-77.07503469,38.93123669,3A02,1,0,"<b><a href=""map_2022/ancs/districts/3A02.html"">District 3A02</a></b><br/>Candidates: (no known candidates)"
smd_2022_3A03,-77.07208477,38.93872658,3A03,3,1,"<b><a href=""map_2022/ancs/districts/3A03.html"">District 3A03</a></b><br/>Candidates: <a href=""people/HansBMiller.html"">Hans B. Miller</a>"
smd_2022_3A04,-77.08182629,38.9382826,3A04,10,1,"<b><a href=""map_2022/ancs/districts/3A04.html"">District 3A04</a></b><br/>Candidates: <a href=""people/JeremyDelMoral.html"">Jeremy Del Moral</a>"
smd_2022_3A05,-77.07688015,38.92998234,3A05,6,1,"<b><a href=""map_2022/ancs/districts/3A05.html"">District 3A05</a></b><br/>Candidates: <a href=""people/AnnLaneMladinov.html"">Ann Lane Mladinov</a>"
smd_2022_3B01,-77.07550078,38.92434513,3B01,10,1,"<b><a href=""map_2022/ancs/districts/3B01.html"">District 3B01</a></b><br/>Candidates: <a href=""people/KevinLavezzo.html"">Kevin Lavezzo</a>"
smd_2022_3B02,-77.07209955,38.91977155,3B02,5,2,"<b><a href=""map_2022/ancs/districts/3B02.html"">District 3B02</a></b><br/>Candidates: <a href=""people/AnaElizabethGuzman.html"">Ana Elizabeth Guzman</a>, <a href=""people/JackieBlumenthal.html"">Jackie Blumenthal</a>, <a href=""people/AileenNowlan.html"">Aileen Nowlan</a>"
smd_2022_3B03,-77.07982455,38.92023474,3B03,4,1,"<b><a href=""map_2022/ancs/districts/3B03.html"">District 3B03</a></b><br/>Candidates: <a href=""people/MelissaLane.html"">Melissa Lane</a>"
smd_2022_3B04,-77.07990183,38.92794767,3B04,7,0,"<b><a href=""map_2022/ancs/districts/3B04.html"">District 3B04</a></b><br/>Candidates: (no known candidates)"
smd_2022_3B05,-77.07673851,38.91967496,3B05,8,1,"<b><a href=""map_2022/ancs/districts/3B05.html"">District 3B05</a></b><br/>Candidates: <a href=""people/GupiHowie.html"">Gupi Howie</a>"
smd_2022_3B06,-77.08261373,38.93242748,3B06,1,1,"<b><a href=""map_2022/ancs/districts/3B06.html"">District 3B06</a></b><br/>Candidates: <a href=""people/BenBergmann.html"">Ben Bergmann</a>"
smd_2022_3C01,-77.05196959,38.92535028,3C01,7,1,"<b><a href=""map_2022/ancs/districts/3C01.html"">District 3C01</a></b><br/>Candidates: <a href=""people/HaydenGise.html"">Hayden Gise</a>"
smd_2022_3C02,-77.05623451,38.92469507,3C02,10,2,"<b><a href=""map_2022/ancs/districts/3C02.html"">District 3C02</a></b><br/>Candidates: <a href=""people/GlennKellogg.html"">Glenn Kellogg</a>, <a href=""people/AdamJPrinzo.html"">Adam J. Prinzo</a>"
smd_2022_3C03,-77.05108748,38.92967644,3C03,9,1,"<b><a href=""map_2022/ancs/districts/3C03.html"">District 3C03</a></b><br/>Candidates: <a href=""people/JanellPagats.html"">Janell Pagats</a>"
smd_2022_3C04,-77.05535315,38.93849077,3C04,4,1,"<b><a href=""map_2022/ancs/districts/3C04.html"">District 3C04</a></b><br/>Candidates: <a href=""people/RoricMcCorristin.html"">Roric McCorristin</a>"
smd_2022_3C05,-77.0627395,38.93512628,3C05,5,2,"<b><a href=""map_2022/ancs/districts/3C05.html"">District 3C05</a></b><br/>Candidates: <a href=""people/SaulehASiddiqui.html"">Sauleh A. Siddiqui</a>, <a href=""people/NicholasIde.html"">Nicholas Ide</a>"
smd_2022_3C06,-77.05529237,38.93491646,3C06,12,2,"<b><a href=""map_2022/ancs/districts/3C06.html"">District 3C06</a></b><br/>Candidates: <a href=""people/TammyGordon.html"">Tammy Gordon</a>, <a href=""people/JustinDaniels.html"">Justin Daniels</a>"
smd_2022_3C07,-77.0608775,38.92346572,3C07,3,2,"<b><a href=""map_2022/ancs/districts/3C07.html"">District 3C07</a></b><br/>Candidates: <a href=""people/GawainKripke.html"">Gawain Kripke</a>, <a href=""people/WarrenGorlick.html"">Warren Gorlick</a>"
smd_2022_3C08,-77.06890724,38.92991808,3C08,11,2,"<b><a href=""map_2022/ancs/districts/3C08.html"">District 3C08</a></b><br/>Candidates: <a href=""people/KeithMantel.html"">Keith Mantel</a>, <a href=""people/RickNash.html"">Rick Nash</a>"
smd_2022_3D01,-77.09310433,38.92748647,3D01,5,1,"<b><a href=""map_2022/ancs/districts/3D01.html"">District 3D01</a></b><br/>Candidates: <a href=""people/ChuckElkins.html"">Chuck Elkins</a>"
smd_2022_3D02,-77.09685047,38.93666807,3D02,7,1,"<b><a href=""map_2022/ancs/districts/3D02.html"">District 3D02</a></b><br/>Candidates: <a href=""people/TriciaDuncan.html"">Tricia Duncan</a>"
smd_2022_3D03,-77.10445976,38.94015965,3D03,1,2,"<b><a href=""map_2022/ancs/districts/3D03.html"">District 3D03</a></b><br/>Candidates: <a href=""people/QuentinColónRoosevelt.html"">Quentin Colón Roosevelt</a>, <a href=""people/PaigeEla.html"">Paige Ela</a>"
smd_2022_3D04,-77.10892472,38.92888643,3D04,9,1,"<b><a href=""map_2022/ancs/districts/3D04.html"">District 3D04</a></b><br/>Candidates: <a href=""people/JeremyJoseph.html"">Jeremy Joseph</a>"
smd_2022_3D05,-77.0989692,38.91855112,3D05,10,2,"<b><a href=""map_2022/ancs/districts/3D05.html"">District 3D05</a></b><br/>Candidates: <a href=""people/BernardHorn.html"">Bernard Horn</a>, <a href=""people/ChristopherJRosier.html"">Christopher J. Rosier</a>"
smd_2022_3D06,-77.08961994,38.90935898,3D06,2,1,"<b><a href=""map_2022/ancs/districts/3D06.html"">District 3D06</a></b><br/>Candidates: <a href=""people/MarilynNowalk.html"">Marilyn Nowalk</a>"
smd_2022_3D07,-77.08556217,38.91759971,3D07,7,1,"<b><a href=""map_2022/ancs/districts/3D07.html"">District 3D07</a></b><br/>Candidates: <a href=""people/JPSzymkowicz.html"">J.P. Szymkowicz</a>"
smd_2022_3E01,-77.08475183,38.94866765,3E01,4,1,"<b><a href=""map_2022/ancs/districts/3E01.html"">District 3E01</a></b><br/>Candidates: <a href=""people/MatthewCohen.html"">Matthew Cohen</a>"
smd_2022_3E02,-77.09386964,38.95104539,3E02,5,1,"<b><a href=""map_2022/ancs/districts/3E02.html"">District 3E02</a></b><br/>Candidates: <a href=""people/AmyBHall.html"">Amy B. Hall</a>"
