smd_id,lon,lat,smd_name,map_color_id,number_of_candidates,map_display_box
smd_3D09,-77.09386246,38.90985174,3D09,2,0,"<b>District 3D09</b><br/><a href=""map_2012/ancs/districts/3D09.html"">District Page</a><br/>Commissioner: J.P. Szymkowicz"
smd_3D10,-77.08224355,38.93861341,3D10,10,0,"<b>District 3D10</b><br/><a href=""map_2012/ancs/districts/3D10.html"">District Page</a><br/>Commissioner: Jeremy Del Moral"
smd_3E01,-77.07961996,38.94814046,3E01,4,0,"<b>District 3E01</b><br/><a href=""map_2012/ancs/districts/3E01.html"">District Page</a><br/>Commissioner: Matthew Cohen"
smd_3E02,-77.0954657,38.94878133,3E02,5,0,"<b>District 3E02</b><br/><a href=""map_2012/ancs/districts/3E02.html"">District Page</a><br/>Commissioner: Amy B. Hall"
smd_3E03,-77.08563542,38.95436275,3E03,6,0,"<b>District 3E03</b><br/><a href=""map_2012/ancs/districts/3E03.html"">District Page</a><br/>Commissioner: Jonathan Bender"
smd_3E04,-77.07875816,38.95646284,3E04,7,0,"<b>District 3E04</b><br/><a href=""map_2012/ancs/districts/3E04.html"">District Page</a><br/>Commissioner: Tom Quinn"
smd_3E05,-77.0844156,38.94381732,3E05,8,0,"<b>District 3E05</b><br/><a href=""map_2012/ancs/districts/3E05.html"">District Page</a><br/>Commissioner: Alexandra Gianinno"
smd_3F01,-77.06868972,38.94244385,3F01,9,0,"<b>District 3F01</b><br/><a href=""map_2012/ancs/districts/3F01.html"">District Page</a><br/>Commissioner: David Cristeal"
smd_3F02,-77.05913519,38.9437736,3F02,10,0,"<b>District 3F02</b><br/><a href=""map_2012/ancs/districts/3F02.html"">District Page</a><br/>Commissioner: Alexandria Appah"
smd_3F03,-77.05393998,38.95309936,3F03,11,0,"<b>District 3F03</b><br/><a href=""map_2012/ancs/districts/3F03.html"">District Page</a><br/>Commissioner: Dipali (""Dipa"") Mehta"
smd_3F04,-77.0652929,38.94958909,3F04,12,0,"<b>District 3F04</b><br/><a href=""map_2012/ancs/districts/3F04.html"">District Page</a><br/>Commissioner: Stanley Wall"
smd_3F05,-77.06739065,38.95875843,3F05,1,0,"<b>District 3F05</b><br/><a href=""map_2012/ancs/districts/3F05.html"">District Page</a><br/>Commissioner: Claudette David"
smd_3F06,-77.07066393,38.94910489,3F06,2,0,"<b>District 3F06</b><br/><a href=""map_2012/ancs/districts/3F06.html"">District Page</a><br/>Commissioner: Monika Nemeth"
smd_3F07,-77.05556662,38.941561,3F07,3,0,"<b>District 3F07</b><br/><a href=""map_2012/ancs/districts/3F07.html"">District Page</a><br/>Commissioner: James Tandaric"
smd_3G01,-77.04778313,38.97993229,3G01,12,0,"<b>District 3G01</b><br/><a href=""map_2012/ancs/districts/3G01.html"">District Page</a><br/>Commissioner: Lisa R. Gore"
smd_3G02,-77.05183833,38.96961387,3G02,2,0,"<b>District 3G02</b><br/><a href=""map_2012/ancs/districts/3G02.html"">District Page</a><br/>Commissioner: John K. Higgins"
smd_3G03,-77.06165872,38.96149734,3G03,6,0,"<b>District 3G03</b><br/><a href=""map_2012/ancs/districts/3G03.html"">District Page</a><br/>Commissioner: Randy Speck"
smd_3G04,-77.06612876,38.96899819,3G04,7,0,"<b>District 3G04</b><br/><a href=""map_2012/ancs/districts/3G04.html"">District Page</a><br/>Commissioner: Michael Zeldin"
smd_3G05,-77.07188693,38.96580686,3G05,8,0,"<b>District 3G05</b><br/><a href=""map_2012/ancs/districts/3G05.html"">District Page</a><br/>Commissioner: Connie K.N. Chang"
smd_3G06,-77.07667044,38.96320772,3G06,9,0,"<b>District 3G06</b><br/><a href=""map_2012/ancs/districts/3G06.html"">District Page</a><br/>Commissioner: Peter Gosselin"
smd_3G07,-77.0733595,38.958486900000004,3G07,10,0,"<b>District 3G07</b><br/><a href=""map_2012/ancs/districts/3G07.html"">District Page</a><br/>Commissioner: Charles Cadwell"
smd_4A01,-77.04089897,38.98538635,4A01,4,0,"<b>District 4A01</b><br/><a href=""map_2012/ancs/districts/4A01.html"">District Page</a><br/>Commissioner: Phyllis Caudle Green"
smd_4A02,-77.03186734,38.98376421,4A02,11,0,"<b>District 4A02</b><br/><a href=""map_2012/ancs/districts/4A02.html"">District Page</a><br/>Commissioner: Stacey Lincoln"
smd_4A03,-77.0314015,38.97401539,4A03,1,0,"<b>District 4A03</b><br/><a href=""map_2012/ancs/districts/4A03.html"">District Page</a><br/>Commissioner: Stephen A. ""Steve"" Whatley"
smd_4A04,-77.03091279,38.96765208,4A04,2,0,"<b>District 4A04</b><br/><a href=""map_2012/ancs/districts/4A04.html"">District Page</a><br/>Commissioner: Patience R. Singleton"
smd_4A05,-77.03442337,38.96489573,4A05,3,0,"<b>District 4A05</b><br/><a href=""map_2012/ancs/districts/4A05.html"">District Page</a><br/>Commissioner: (vacant)"
smd_4A06,-77.03057025,38.96169238,4A06,6,0,"<b>District 4A06</b><br/><a href=""map_2012/ancs/districts/4A06.html"">District Page</a><br/>Commissioner: Candace Tiana Nelson"
smd_4A07,-77.03946801,38.96403447,4A07,7,0,"<b>District 4A07</b><br/><a href=""map_2012/ancs/districts/4A07.html"">District Page</a><br/>Commissioner: Marlene Moss"
smd_4A08,-77.04427012,38.94265138,4A08,1,0,"<b>District 4A08</b><br/><a href=""map_2012/ancs/districts/4A08.html"">District Page</a><br/>Commissioner: Pavan Ishwar Khoobchandani"
smd_4B01,-77.02239843,38.97809142,4B01,7,0,"<b>District 4B01</b><br/><a href=""map_2012/ancs/districts/4B01.html"">District Page</a><br/>Commissioner: Evan Yeats"
smd_4B02,-77.02239525,38.97250175,4B02,8,0,"<b>District 4B02</b><br/><a href=""map_2012/ancs/districts/4B02.html"">District Page</a><br/>Commissioner: Erin Palmer"
smd_4B03,-77.02024789,38.96744602,4B03,9,0,"<b>District 4B03</b><br/><a href=""map_2012/ancs/districts/4B03.html"">District Page</a><br/>Commissioner: Jocelynn 'JJ' Johnson"
smd_4B04,-77.02316087,38.96287092,4B04,10,0,"<b>District 4B04</b><br/><a href=""map_2012/ancs/districts/4B04.html"">District Page</a><br/>Commissioner: Brenda Dawson Parks"
smd_4B05,-77.02312791,38.95904246,4B05,11,0,"<b>District 4B05</b><br/><a href=""map_2012/ancs/districts/4B05.html"">District Page</a><br/>Commissioner: (vacant)"
smd_4B06,-77.01353982,38.96228316,4B06,12,0,"<b>District 4B06</b><br/><a href=""map_2012/ancs/districts/4B06.html"">District Page</a><br/>Commissioner: Tiffani Nichole Johnson"
smd_4B07,-77.01033093,38.96848891,4B07,1,0,"<b>District 4B07</b><br/><a href=""map_2012/ancs/districts/4B07.html"">District Page</a><br/>Commissioner: Geoff Bromaghim"
smd_4B08,-77.00585632,38.95926385,4B08,10,0,"<b>District 4B08</b><br/><a href=""map_2012/ancs/districts/4B08.html"">District Page</a><br/>Commissioner: Alison Brooks"
smd_4B09,-76.99729388,38.95929048,4B09,12,0,"<b>District 4B09</b><br/><a href=""map_2012/ancs/districts/4B09.html"">District Page</a><br/>Commissioner: La Roya A. Huff"
smd_4C01,-77.03011709,38.95650102,4C01,1,0,"<b>District 4C01</b><br/><a href=""map_2012/ancs/districts/4C01.html"">District Page</a><br/>Commissioner: Vanessa Rubio"
smd_4C02,-77.03236972,38.95085197,4C02,8,0,"<b>District 4C02</b><br/><a href=""map_2012/ancs/districts/4C02.html"">District Page</a><br/>Commissioner: Maria Barry"
smd_4C03,-77.03324826,38.94507185,4C03,12,0,"<b>District 4C03</b><br/><a href=""map_2012/ancs/districts/4C03.html"">District Page</a><br/>Commissioner: Ulysses E. Campbell"
smd_4C04,-77.03458915,38.93948391,4C04,7,0,"<b>District 4C04</b><br/><a href=""map_2012/ancs/districts/4C04.html"">District Page</a><br/>Commissioner: Yvette D. Marbury-Long"
smd_4C05,-77.03021938,38.94149975,4C05,8,0,"<b>District 4C05</b><br/><a href=""map_2012/ancs/districts/4C05.html"">District Page</a><br/>Commissioner: Audrey Anderson Duckett"
smd_4C06,-77.02701356,38.93782782,4C06,9,0,"<b>District 4C06</b><br/><a href=""map_2012/ancs/districts/4C06.html"">District Page</a><br/>Commissioner: Namatie Sia Mansaray"
smd_4C07,-77.02342012,38.94347121,4C07,10,0,"<b>District 4C07</b><br/><a href=""map_2012/ancs/districts/4C07.html"">District Page</a><br/>Commissioner: Paul Johnson"
smd_4C08,-77.02170663,38.93927564,4C08,11,0,"<b>District 4C08</b><br/><a href=""map_2012/ancs/districts/4C08.html"">District Page</a><br/>Commissioner: Clara Haskell Botstein"
smd_4C09,-77.01801846,38.94606694,4C09,9,0,"<b>District 4C09</b><br/><a href=""map_2012/ancs/districts/4C09.html"">District Page</a><br/>Commissioner: Alan Wehler"
smd_4C10,-77.01618636,38.94146674,4C10,1,0,"<b>District 4C10</b><br/><a href=""map_2012/ancs/districts/4C10.html"">District Page</a><br/>Commissioner: Jonah Goodman"
smd_4D01,-77.02613507,38.95613131,4D01,2,0,"<b>District 4D01</b><br/><a href=""map_2012/ancs/districts/4D01.html"">District Page</a><br/>Commissioner: Erik Lindsjo"
smd_4D02,-77.01526788,38.95481923,4D02,3,0,"<b>District 4D02</b><br/><a href=""map_2012/ancs/districts/4D02.html"">District Page</a><br/>Commissioner: Renée L. Bowser"
smd_4D03,-77.01902297,38.95254755,4D03,4,0,"<b>District 4D03</b><br/><a href=""map_2012/ancs/districts/4D03.html"">District Page</a><br/>Commissioner: Aryan Rodriguez Bocquet"
smd_4D04,-77.02466357,38.95238558,4D04,3,0,"<b>District 4D04</b><br/><a href=""map_2012/ancs/districts/4D04.html"">District Page</a><br/>Commissioner: Zachary Israel"
smd_4D05,-77.01235239,38.94901032,4D05,6,0,"<b>District 4D05</b><br/><a href=""map_2012/ancs/districts/4D05.html"">District Page</a><br/>Commissioner: Eric Smith"
smd_4D06,-77.02338923,38.94840819,4D06,7,0,"<b>District 4D06</b><br/><a href=""map_2012/ancs/districts/4D06.html"">District Page</a><br/>Commissioner: Jonathan Nobil"
smd_5A01,-76.99382974,38.95504959,5A01,8,0,"<b>District 5A01</b><br/><a href=""map_2012/ancs/districts/5A01.html"">District Page</a><br/>Commissioner: Damion McDuffie Sr."
